created_at,text,url,replies,retweets,favorites,user,bioguide_id,party,state
9/20/17 23:21,Shana tova! To all celebrating Rosh Hashanah tonight have a happy new year!,https://twitter.com/amyklobuchar/status/910645080876347393,3,68,482,amyklobuchar,K000367,D,MN
9/20/17 20:52,Maria is a record-breaking storm that's made landfall on PR &amp; the VI. Minnesota stands w our fellow Americans as th��_ https://t.co/tcWil1R92a,https://twitter.com/amyklobuchar/status/910607744373346305,9,49,312,amyklobuchar,K000367,D,MN
9/20/17 15:45,"#GrahamCassidy would mean chaos in health insurance markets, deep Medicaid cuts &amp; millions without coverage: https://t.co/toGK0iSj3T",https://twitter.com/amyklobuchar/status/910530403055935490,80,305,479,amyklobuchar,K000367,D,MN
9/20/17 12:16,I'm a big fan of College Possible! Congrats: Ex Microsoft CEO donates $20 mil to St.Paul nonprofit College Possible https://t.co/Qw8POeO5Rb,https://twitter.com/amyklobuchar/status/910477749655150593,3,30,212,amyklobuchar,K000367,D,MN
9/20/17 12:12,Much needed: New apartment complex for homeless veterans to open at Fort Snelling https://t.co/zlBv5uxtnV via @pioneerpress,https://twitter.com/amyklobuchar/status/910476683546959872,13,114,593,amyklobuchar,K000367,D,MN
9/19/17 23:39,"As I said in speech, certain states hit hard by latest Trumpcare bill &amp; MN is 1 of them. Ohio Repub Gov came out against it for same reason",https://twitter.com/amyklobuchar/status/910287138192809984,56,519,1461,amyklobuchar,K000367,D,MN
9/19/17 21:33,We shouldn't pass a bill to reorganize 1/6 of US economy w/o knowing the impacts #GrahamCassidy would have. Let the��_ https://t.co/OxX2WZ3kgl,https://twitter.com/amyklobuchar/status/910255430227648512,61,381,979,amyklobuchar,K000367,D,MN
9/19/17 11:46,Why deal w/actual facts when it is easier to hide them? White House rejects study showing refugees bring in revenue https://t.co/2Ia2KffWFm,https://twitter.com/amyklobuchar/status/910107825678032896,128,1002,1665,amyklobuchar,K000367,D,MN
9/19/17 0:23,"Minnesota FTW! Delano, MN artist Bob Hautman's art will appear on the annual Duck Stamp for the 3rd time! _�_�  https://t.co/HdTYNEXwLZ",https://twitter.com/amyklobuchar/status/909936027707543553,16,48,412,amyklobuchar,K000367,D,MN
9/18/17 20:12,Good news that fed govt will stop using Kaspersky Lab software. Now we must ensure state election cybersecurity software is secure.,https://twitter.com/amyklobuchar/status/909872800558731264,35,130,677,amyklobuchar,K000367,D,MN
